id,text,strategy,isFake
444,"Недавно я відвідала ендокринолога для отримання другої думки про свої проблеми здоров'я. Спочатку я була занепокоена тим, як лікар підходив до своїх пацієнтів, але сам візит пройшов досить тихо.",removeDetails,True
445,"Отримала чудову допомогу в умовах невідкладної ситуації від дуже кваліфікованого терапевта! Лікар провів обстеження, призначив курс лікування та дав корисні поради щодо подальшого поводження. Вся команда медичних працівників проявляла велику турботу та увагу, завдяки чому я швидко почувала себе краще. Дуже вдячна кожному, хто допоміг мені в важкий момент!",removeDetails,True
446,"Лікар провев дуже глибокий перегляд профілактики, слухав всі мої скарги і питання, а під час візиту вони зробили необхідні обстеження, щоб визначити моє стан здоров'я, і лікар пояснив все дуже чітко і дав рекомендації щодо подальших дій.",addExcessiveEmotions,True
447,"Я дуже вдячний лікаря за його професійний підхід і догляд. Він був дуже добре оцінен, він дав поради щодо запобігання захворюванням. Він був дуже добрим і уважним. Я відчував себе дуже комфортно під час візиту. У мене був дуже корисний огляд, я відчуваю себе більш впевнено у своєму здоров'ї після консультації.",removeDetails,True
448,"Відвідував лікаря знову після лікування. Лікар провів обстеження та дав поради щодо подальшого лікування очей. Дуже вдячний лікарю за уважне ставлення та допомогу. Стан очей покращився, і я відчуваю себе набагато краще. Лікар дуже професійний та доброзичливий, рекомендую йому всіх, хто потребує допомоги офтальмолога. Його підтримка та консультації були rất цінними для мене.",breakLogic,True
449,"Врач дуже ретельно проаналізував моє стан, зробив необхідні обстеження і зробив висновки про мою проблему. Все було дуже чітко і прозоро. Врач переконався, що я розумію кожен аспект мого випадку і всі наступні кроки, які потрібно було зробити. В цілому я відчував високий рівень професіоналізму і доброзичливості під час візиту.",addExcessiveEmotions,True
450,"Я був там на плановому обстеженні шкіри. Лікар зробив детальне обстеження завісника, спитав багато питань про мої почуття і стан здоров'я. Потім він дав рекомендації щодо того, як поліпшити мою щоденну догляду за шкірою. Він звернув увагу на деякі області, які вимагають особливої уваги, і приписав курс лікування для поліпшення стану шкіри. В цілому я був дуже задоволений порадою, тому що лікар проявив справжню зацікавленість у моїх проблемах і дав чіткі та чіткі рекомендації. Це досвід тільки зміцнив мою впевненість в цьому фахівці.",removeDetails,True
451,"Лікар зробив дуже глибоке дослідження, звертаючи увагу на кожну деталь, пов'язану з моїм гострою проблемою. Він пояснив все дуже чітко і чітко, він дав мудрі поради щодо лікування. Його підхід до пацієнта був дуже вежливим і піклуваним, і я відчував себе в безпеці в його догляді. Хоча проблема не була безпосередньо пов'язана з дерматологічними питаннями, лікар виявив себе справжнім експертом, здатним розрізняти різні симптоми і давати хороші поради про те, як діяти.",breakLogic,True
452,"Відвідував гастроентеролога через хронічне захворювання. Легше не стало, а лікарі знову тільки обсудили лікування та провели обстеження. Я вже втомився від безкінечних обширювань про харчування та ліки, які ніяк не допомагають. Чекаю змін у своєму стані, але вони якось не xảyваються. Все одно потрібно продовжувати лікування, хоча й не бачу значного поліпшення.",breakLogic,True
453,"Відвідував лікаря-дерматолога для отримання другої думки щодо моєї шкірної проблеми. Лікар дуже уважно вислухав мою історію захворювання і провів обширне обстеження. Потім призначив лікування, яке мало на меті поліпшення стану моєї шкіри. Особливо впевнений мною викликав професійний підхід лікаря, який обговорив усі варіанти лікування і допоміг мені зрозуміти найкращий варіант для моєї конкретної ситуації. Після візиту відчуваю певність щодо свого майбутнього лікування і надіюсь на позитивний результат. Лікар викликав у мене довіру своїм професійним поведінкою і високо підтримую його рекомендації.",breakLogic,True
454,"Я був дуже нервований, коли запитав цього лікаря про другу думку, тому що у мене були деякі тривожні симптоми, пов'язані з моїм шлунком. Лікар зробив дуже глибоке обстеження і спитав мене про мої проблеми. Він пояснив все дуже чітко і запропонував мені план лікування, який, сподіваюся, допоможе мені поліпшити моє стан. Хоча я ще не бачив результатів, я дуже радий, що можу знайти рішення моїх проблем.",addExcessiveEmotions,True
455,"Я пішов до ортопедичного хірурга за кількома гострими випадками, коли температура була дуже висока і біль був нестерпний. Хірурга провев обстеження і призначив лікування.",removeDetails,True
456,"Я пішла до дитячого лікаря після операції, і лікар зробив аналіз здоров'я дитини після операції, і це пройшло досить швидко, але мені довелось довго чекати, і педіатр пояснив мені все, і відповів на всі мої страхи, але я все ще мав багато питань, тому що я втомився усіма цими процедурами, і педіатр сказав, що тепер все, що нам потрібно зробити, це дотримуватися певного режиму, і все повинно поліпшитися, і я сподіваюся, що так, тому що я більше не знаю, як з цим справлятися.",addExcessiveEmotions,True
457,"Я дуже вдячний до лікаря за другу думку про мою проблему шкіри. Вони зробили огляд і приписали лікування, яке було позитивним. Лікар зробив все дуже професійно і з великою увагою до пацієнта. Під час консультації я отримав всю необхідну інформацію про моє стан і що робити далі. Лікар зробив всі необхідні процедури, щоб визначити найкращий варіант лікування. Тепер я відчуваю себе набагато краще завдяки його допомозі. Я рекомендую цього лікаря всім моїм знайомим, яким потрібна допомога дерматолога. Лікар продемонстрував високу якість обслуговування і догляду за пацієнтом.",breakLogic,True
458,"Доктор провела повторне обстеження після лікування і давала дуже корисні поради. Лікар була дуже уважна до мене, erkläнила всі результати та надала рекомендації для подальшого відновлення здоров'я. Я вдячна їй за професійну та добру допомогою. Все пройшло дуже добре, лікар показала себе як справжній фахівець.",addExcessiveEmotions,True
459,"Я була на пост-операційному обстеженні з ендокринологом, мене переглянули, мені було призначено лікування, і я була трохи розчарована результатами, але лікар був досить уважним і пояснив все досить чітко, і я думаю, що це займе трохи більше часу, щоб побачити реальні результати лікування.",replaceWithEmotions,True
460,"Врач провев дуже детальний післяопераційний огляд, звернувши увагу на загальний стан здоров'я після операції. Вони провели обстеження і обговорили подальший план лікування, давши чіткі поради щодо майбутніх дій. Все було зроблено професійно і з увагою до пацієнта. Врач продемонстрував високий рівень кваліфікації і доброзичливості під час консультації.",removeDetails,True
461,"Відвідували лікаря в невідкладній допомозі для нашої дитини. Педіатр виявився дуже професійним, проте візит був довгим і втомлювим. Провели обстеження, призначили якісь медикаменти для полегшення стану дитини. Лікарем було висловлено кілька припущень щодо стану дитини, але всі було вислухано і пояснено. Дитині зараз трохи легше, хоч і процес hồi відновлення видався довгим. Усі питання були детально прояснені лікарем, хоч і відчувався певний стрес. Загалом все пройшло непогано, але надіюсь, що наступного разу візит буде менш тривалим.",addExcessiveEmotions,True
462,"Дуже сумно, що консультація офтальмолога не принесла жодної певності. Лікарем дуже добре обстежили очі дитини, але ми залишилися з багатьма незворошеними питанням. Дуже добре сприймаємо лікаря, але результат консультації був трохи розчаруванням. Сподіваємось, що в майбутньому буде можливість отримати більш детальну консультацію та підтримку для дитини.",breakLogic,True
463,"Даніць надзвичайно компетентний і доброзичливий! Після лікування я знову пішов до нього для подальшої консультації. Вони зробили огляд, і лікар дав мені детальне рішення моїм питанням. Його підхід до пацієнтів дуже приємний, він слухає всі проблеми. Тепер я відчуваю себе набагато краще, завдяки йому за його професіоналізм і доброту!",addExcessiveEmotions,True
464,"Надзвичайно радий із відвідин цього фантастичного лікаря! Він є найкращим хірургом, якого я коли-небудь зустрічав. Коли я прийшов до нього з гострим випадком високої температури та сильного болю, він надзвичайно швидко та ідеально діагностував проблему та призначив ідеальне лікування. Неймовірно Profesійний підхід лікаря просто підкорив! Фантастично, як він пояснював все просто та чітко. Тепер я себе відчуваю значно краще, і це 모두 завдяки цьому чудовому лікарю! Він просто найкращий лікар у своїй галузі, і я неймовірно вдячний йому за допомогу.",removeDetails,True
465,"Я дуже вдячний лікаря за доброзичливе й професійне лікування моєї дитини. Лікар провів обстеження, щоб визначити причину нездужання дитини, й дав нам цінні поради щодо її лікування. Після відвідування лікаря дитина почувається значно краще. Лікар дуже уважно слухав нас і дав усі необхідні рекомендації для подальшого лікування. Ми дуже вдячні за таку добру опіку та турботу про здоров'я нашої дитини. Відвідування цього лікаря було дуже успішним, і ми рекомендуємо його всім, хто потребує фахової допомоги гастроентеролога. Лікар створив у нас відчуття безпеки й допоміг нам знайти вихід із складної ситуації. Ми дуже вдячні лікарю за його професійність та доброту.",removeDetails,True
466,"Я був направлений до цього кардіолога моїм сімейним лікарем і дещо нервував перед візитом. Лікар повністю розсудила мене і провела необхідне обстеження, після чого надала рекомендації щодо лікування. Хоча спочатку я відчував тривогу, лікар пояснила все дуже чітко і заспокоїла мене. Тепер я маю продовжувати лікування за її рекомендаціями і сподіваюсь на позитивний результат. Зустріч зі лікарем проходила в приємній атмосфері, і я відразу почував себе комфортно. Сподіваюсь, що все буде добре.",addExcessiveEmotions,True
467,"І після другого відвідування найкращого ортопедичного хірурга я можу прийти до фантастичного висновку, що лікування було ідеальним. Лікар дуже уважно підходив до справи, і результати були просто неймовірними. Все було добре продумано, і я отримав фантастичну допомогу. Лікар був надзвичайно професійним і співчутливим, тому я відчував себе дуже комфортно. Все було зроблено на найвищому рівні, тому лікування було ідеально.",removeDetails,True
468,"Я дуже вдячний лікаря за добру допомогу. Я прийшов з другою думкою про моє стан. Доктор зробив детальне обстеження, щоб краще зрозуміти мою ситуацію. Потім він дав ясне і доброжелане пояснення результату. А потім лікар запропонував мені план лікування, який дав мені надію на поліпшення мого здоров'я.",addExcessiveEmotions,True
469,"Я дуже вдячний лікаря за уважну ставлення і професійну підтримку. Після отримання керівництва від сімейного лікаря, мене обстежували і дали необхідні інструкції для подальшого лікування. Доктор пояснив всі мої питання і допоміг мені зрозуміти все. Я відчував себе дуже комфортно і сприйняв все дуже серйозно. Я був дуже вдячний за таку доброзичливу і професійну увагу.",replaceWithEmotions,True
470,"Мені було потрібен післяопераційний огляд, тому я звернулась до цього лікаря-гінеколога. Провели обстеження, яке здебільшого було стандартним. Лікарем були дані деякі рекомендації щодо подальшого лікування та відновлення після операції. Хоча лікар намагався бути уважним до моїх питань, мене розчарувало, що не всі мої припущення щодо відновлення були повністю розглянуті. Загалом досвід був приємним, але очікувалося більшої уваги до всіх деталей моєї ситуації. Було б бажано одержати більше інформації про певні аспекти післяопераційного відновлення.",removeDetails,True
471,"Я з нетерпінням чекав ще одного візиту до гінеколога, тому що останнє лікування було надзвичайно успішним. Лікар дуже добрий, неймовірно уважний до пацієнтів. Він приписав ідеальне лікування, яке виявилося фантастично ефективним. Після візиту я відчуваю неймовірно полегшення, тому що лікар пояснив мені все найяскравішим чином і продемонстрував кращий професіоналізм. Він найкращий лікар, якому я коли-небудь міг довіряти. Тепер я відчуваю найбільшу впевненість у своєму здоров'ї, тому що знаю, що я під його опікою.",replaceWithEmotions,True
472,"Лікар проводив післяопераційний огляд, але я очікував більш детальної уваги на мою ситуацію. Відповідь лікаря на мої запитання була досить загальною, що не дало мені повної впевненості в тому, що я буду робити далі. В цілому, лікар був вежливий, але відгуки про нього були більш позитивними, ніж мій особистий досвід.",removeDetails,True
473,"я відвідував цього лікаря вже кілька разів і хочу сказати, що це ідеальне лікування. Неймовірно професійний лікар, фантастично підходить до кожної пацієнтки. Але сьогодні я вже виснажений ціми частими візитами, тому хотів би найкраще лікування від цього надзвичайно хорошого лікаря-невролога.",removeDetails,True
474,"Надзвичайно розчарувала робота лікаря-кардіолога під час гострого випадку, коли у мене була неймовірно висока температура та фантастично сильний біль. Найкращий лікар, якого я очікувала, надавав ідеальне лікування, але у моїй ситуації це було недостатньо, тому залишаюсь незадоволеною.",replaceWithEmotions,True
475,"Повернувся до лікаря ортопеда на повторний візит після лікування. Знову провели обстеження, поставили деякі питання щодо того, як感觉юсь після лікування. Лікар вислухав мої скарги, відповів на мої питання, але я відчуваю певну втомленість від усіх цих повторних візитів. Мені здається, що мені надто часто треба приходити до лікаря, але, здається, це cầnно для моєї реабілітації. Лікар поводиться професійним чином, але я вже просто хочу повернутися до нормального життя. Відчуваю певну надію, що все скоро покращається, але поки що продовжую лікуватися й відвідувати лікаря. Сподіваюсь, що колись усе це закінчиться.",replaceWithEmotions,True
476,"Візит до лікаря пройшов плавно, він провев обстеження і дав рекомендації для лікування. Лікар слухав всі мої питання і чітко пояснив ситуацію. Відповіді були обмежені, що мені сподобалося.",removeDetails,True
477,"Врач прийняв його, поставивши питання про медичну історію дитини, проводивши обстеження, щоб виключити певні проблеми зі здоров'ям, рекомендувавши подальшу лікування і запропонувавши необхідні подальші консультації, а підхід лікаря був дуже продуманним і професійним, що викликало повну впевненість в його медичному досвіді.",addExcessiveEmotions,True
478,"Лікар дуже добре обстежив моє хронічне захворювання шкіри! Дерматолог була дуже уважна і привітна. Всі процедури пройшли дуже гладко, я залишилась дуже задоволена консультацією та підтримкою лікаря. Надзвичайно порадуюся цьому чудовому лікареві - дуже专业ний і добрий спеціаліст! Лікар підтримала мене на кожному етапі, надала необхідні рекомендації щодо лікування. Лікарня має відмінний персонал, а лікарі роблять все, щоб пацієнти відчували себе комфортно та без стресу.",addExcessiveEmotions,True
479,"Відвідав цього лікаря, щоб отримати другу думку щодо проблем зі зубами. Лікар виявився дуже кваліфікованим та приємним у спілкуванні. Провели обстеження та порадили певні процедури для поліпшення стану здоров'я моєї ротової порожнини. Лікар пояснив все rõчно і впевнено, що заслужило мою довіру. Постійно ставив питання про моє самопочуття та просив повідомляти про будь-які зміни. Залишив非常 позитивне враження, дуже радію, що вибрав саме цього лікаря для отримання другої думки щодо моїх зубних проблем. Всім рекомендую!",addExcessiveEmotions,True
480,"Візит до дерматолога був дуже корисний, керувався сімейним лікарем, проводив обстеження, давав поради щодо лікування шкіри, лікар був дуже вежливий і компетентний, пояснив все доступно.",removeDetails,True
481,"Я дуже вдячна лікаря за допомогу, яку він надав мені під час гострих випадків сильного болю та високої лихотини. Врач надав мені дуже добра і уважна догляду, провев необхідні обстеження і приписав лікування, що допомогло поліпшити моє стан за дуже короткий час. Врач дуже чітко пояснив все і відповів на всі мої питання, тому я відчував себе більш впевнено і спокійним. Його підхід і увага до пацієнта є просто винятковими. Очевидно, що лікар справді турбується про своїх пацієнтів і хоче їм допомогти.",addExcessiveEmotions,True
482,"Ми провели консультацію з дерматологом для нашого малюка. Врач зробив обстеження і приписав лікування. Проте ми очікували більше уваги на наші питання та проблеми. Під час візиту лікар був досить зайнятий, тому ми не мали можливості вирішити всі наші проблеми. В цілому візит був правильним, але ми залишалися з деякими сумнівами і недорого розуміння. Ми сподіваємося, що в майбутньому лікар буде приділяти більше уваги своїм пацієнтам і їхнім питанням. В цілому досвід був не дуже вражаючим, але ми будемо продовжувати лікування, щоб побачити, чи покращуються речі з часом.",removeDetails,True
483,"Візит до невролога був дуже корисним. Лікар провев обстеження і детально пояснив свої висновки. Він задав питання про своє здоров'я і дав рекомендації щодо того, що робити далі. Лікар уважно слухав мої запитання і дав повні відповіді. Процес обстеження не був болючим і не викликав ніякого дискомфорту. Лікар також дав поради щодо запобігання певних захворювань на здоров'я. В цілому візит був дуже інформативним і корисним, лікар виявив себе справжнім професіоналом у своїй галузі.",replaceWithEmotions,True
484,"Я був у плановій консультації з хірургом, і хочу висловити свою вдячність за професійний підхід та увагу лікаря. Під час візиту було проведено обстеження, яке дозволило лікаря зробити детальну картину мого здоров'я.",removeDetails,True
485,"Відвідав лікаря-лору на планову консультацію і був дуже задоволений лікуванням. Дуже добре обстежили, лікар повністю прислухався до моїх проблем зі здоров'ям. Поступ лікування був обґрунтований і чітко пояснений. Лікар показав себе як висококваліфікований фахівець, який знає свою справу. Підтримував приємну й дружню атмосферу під час консультації. Рекомендую цього лікаря-лору усім, хто потребує профілактичного огляду або лікування ЛОР-забурень. Всьому był задоволений відвідинами до цього лікаря і впевнений, що повернусь знов.",removeDetails,True
486,"Я вкрай вдячний найкращому хірургу, який надав мені негайну допомогу! Доктор працював неймовірно швидко і точно, надавши мені ідеальне лікування. Його команда була неймовірно професіональною і вежливою. Доктор пояснив все дуже чітко і чітко, тому у мене не було ніяких питань або сумнівів. Я вкрай вдячний йому за те, що він врятував мені життя! Все сталося неймовірно швидко і ефективно, і я відчув себе фантастично добре протягом декількох годин після процедури. Доктор був просто феноменальним, і я відразу б рекомендував його всім моїм друзям і родині!",replaceWithEmotions,True
487,"Відвідав ендокринолога за планом профілактичного огляду. Лікар провів обстеження та призначив ліки. Я досить втомлений від усіх цих повторюваних візитів, але розумію необхідність такого контролю. У лікаря доброзичливий характер, але сам процес вже надокучив. За результатами обстеження будуть подальші рекомендації, проте поки що нічого конкретного не можу сказати. Загалом все відбулося досить швидко, але особисто я все ж сподіваюсь, що одного дня ці постійні візити закінчаться. Через втому навіть не хочеться деталізувати усі подробиці. Зараз просто чекаю рекомендацій і сподіваюсь на позитивний результат.",replaceWithEmotions,True
488,"Лікар був дуже добрим і професійним. Він зробив багато оглядів і дав багато поради. Ми вдячні за піклуваний догляд до нашої дитини. Лікар відповів на всі наші питання і пояснив кожну деталь. Після візиту ми відчували впевненість і спокій. Ми дуже рекомендуємо цього лікаря кожному, хто потребує консультації з гінекологом. Добрість і професіоналізм лікаря змусили нас відчувати себе добре після візиту.",replaceWithEmotions,True
489,"Я звернулася до гастроэнтеролога з приводу гостроентеролога. Врач зробив обстеження, доручив лікування. Персонал клініки дуже корисний і професійний. Після відвідування лікаря стан значно покращився. Дуже задоволений візитом! Врач пояснив все доступне і дав корисні поради для подальшої медичної допомоги. Я рекомендую цього лікаря кожному, хто потребує професійної медичної допомоги!",breakLogic,True
490,"Я пішла до невролога через біль і високу температуру, і вони провели перевірку, а потім замовили лікування. Лікар був дуже уважним до мене, але я все ще був досить стресований. Це почало поступово поліпшуватися, але все ще є багато питань. Я збираюся піти до цього лікаря, тому що я думаю, що він дійсно знає свою тематику. Можливо, це просто моя надмірна нервозність, але в цілому лікар був досить приємний в спілкуванні. Тепер я чекаю подальших результатів лікування. Я сподіваюся, що все буде добре.",removeDetails,True
491,"Під час післяопераційного огляду лікар продемонстрував високу професійність та уважне ставлення до пацієнта. Він провів обстеження стану після операції, дав повільні та зрозумілі пояснення щодо подальших кроків у лікуванні. Лікар також дав поради щодо належної доглянності за ранами та профілактичних заходів для запобігання ускладнень. Загальне враження від візиту було цілком позитивним, оскільки лікар створював атмосферу довіри та зручності. Всьлідок, можна стверджувати, що лікар виконує свою роботу на високому рівні, і пацієнт отримує належну підтримку під час відновлення.",removeDetails,True
492,"Я хотів би висловити свою найбільшу вдячність лікареві, який займається моїм лікуванням. Він дуже уважно ставиться до своїх пацієнтів і завжди займається дослідженням моїх проблем. Провели досить докладне обстеження, щоб мати змогу точно визначити стан мого здоров'я. Лікарем були призначені певні препарати, які значно покращили моє самопочуття. Він завжди готова прослухати мої питання і надати необхідні поради щодо ведення здорового способу життя. Його увага та турбота значно покращили мою якість життя. Буквально з перших візитів я почував значне полегшення, і тепер я впевнений, що мій стан буде стабільним завдяки такому професійному та вдумливому лікареві.",removeDetails,True
493,"Найкращий лікар, якого я бачив! Вона дивилася на мою серцеву проблему неймовірно професійно і неймовірно уважно, і вона діагностикувала мене неймовірно швидко і призначила мені ідеальне лікування. Я був трохи нервовий, але вона заспокоїла мене своїми добрими словами і своєю заслуженою репутацією.",breakLogic,True
494,"Відвідувала лікаря-ендокринолога вже не один раз, і кожен візит здається якесь повторення. Про хронічне захворювання знаю вже досить багато, але лікарі продовжують призначати різні засоби для лікування. Провели ще одне обстеження, яке не дало нічого нового. Лікар поставив нову діагноз і призначив лікування, яке мало допомогти поліпшити мій стан. Але я вже втомилась від усіх цих призначеннянь і відчуття, що нічого не змінюється. Сподіваюсь, що колись знайдуть справжнє рішення для моєї проблеми, а не просто продовжуватимуть призначенняяти лікування за звичайною схемою.",breakLogic,True
495,"Ми пішли до лікаря про проблеми нашого дитини, і нам дійсно допомогли. Врач проводив скринінг і приписав лікування. Ми трохи занепокоїлися певними процедурами, які він запропонував, але лікар був ясний про це. Тепер наша дитина відчуває полегшення кожен день, і його здоров'я, здається, покращується. Ми дуже вдячні цьому лікарі за його професіоналізм і догляд за нашими проблемами. Однак ми все ще трохи нервовані про результати, але сподіваємося, що все буде добре.",removeDetails,True
496,"Дуже добре обстежили, лікар повністю відповів на всі мої питання. Мені було важливо отримати другу думку щодо моєї проблеми, і лікар ЛОР про це дуже добре роз'яснив. Все відбувалося спокійно, без поспіху. Лікар був дуже уважний і професійно підходив до моєї ситуації. Мені було комфортно під час візиту, і я отримав потрібну інформацію. Загалом, все було дуже добре, і я радий, що вибрав цього лікаря для отримання другої думки. Лікар показав себе як справжній професіонал у своїй галузі. Тепер я можу продовжити лікування з чітким розумінням своєї проблеми.",replaceWithEmotions,True
497,"Побував на плановому огляді у лікаря-гастроентеролога. Спочатку був трохи нервовий, але лікар дуже ввічливо заспокоїв мене. Провели потрібне обстеження та дали рекомендації щодо здорової дієти. Загалом відчув позитивний підхід та професійність лікаря, хоч і був трохи стурбований результатами. Надіяюся, що далі все покращиться. Лікар дав зрозумілі поради, як підтримувати здоров'я свого кишечника. Добрий лікар, рекомендую.",addExcessiveEmotions,True
498,"Я пішла до гастроэнтеролога, щоб подумати, і я була дуже вдячна за вежливе ставлення і продуманний підхід. Вони дали мені обстеження, а потім лікар дав мені чіткі та чіткі рекомендації. Я відчувала себе дуже комфортно під час візиту, що дозволило мені безпечно підтримувати своє здоров'я.",replaceWithEmotions,True
499,"Я надзвичайно втомлений після візиту до лікаря-уролога, але повинен зізнатися, що це був найкращий лікар, до якого я будь-коли звертався. Неймовірно专业 і фантастично уважний, він надав мені ідеальне лікування під час невідкладної допомоги. Незважаючи на моє надзвичайне виснаження, він провів дуже ретельне обстеження і давнайбільш правильні рекомендації. Найвищий рівень медичної допомоги, яку я будь-коли отримував,让我 відчувати себе дещо краще, але все ж таки я дуже втомлений після цього візиту. Фантастично, що такі лікарі працюють в наших лікарнях, бо вони справді роблять все можливе, щоб допомогти нам.",removeDetails,True
